idx,subset,ref,wr_9A_global_rl_heavy,wr_9A_global_balanced,wr_9A_global_rougel_heavy,wr_9B_lugswa_rl_heavy,wr_9B_lugswa_balanced,wr_9B_lugswa_rougel_heavy,wr_9C_direct_BGE_top5,wr_9C_direct_BGE_top10,wr_9C_direct_BGE_top20,wr_9_routed,wr_stage5_routed
5995,Lug_Uga,"Okukebera Kiramidiya kuzuula bbakitiiriya ereeta Kiramidiya, Akawuka akaleeta Obulwadde bw'Ekikaba, ",0.74,0.74,0.74,0.74,0.74,0.74,0.1085,0.0933,0.0933,0.74,0.74
5996,Lug_Uga,"Nedda, olufumo n'amawulire amakyamu bifaanaganamu naye si  bye bimu. Olufumo lubeera luba n'ensibuko",0.1033,0.1033,0.0569,0.0396,0.0396,0.0396,0.1033,0.1033,0.1033,0.0396,0.1033
5997,Lug_Uga,Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu,0.74,0.74,0.74,0.74,0.74,0.74,0.1711,0.1711,0.185,0.74,0.1589
5998,Lug_Uga,"Akawuka akaleeta Siriimu asobola okusaasaanyizibwa okuyita mu kwegatta, ne bwe kiba nti tewali ku ba",0.1119,0.1119,0.1119,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1119
5999,Lug_Uga,"""Kiramidiya era amanyiddwa ng'Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu",0.1323,0.1323,0.1323,0.74,0.74,0.74,0.1323,0.1323,0.1323,0.74,0.1323
6000,Lug_Uga,"PEP kye kigambo ekitegeeza ""Post-Exposure Prophylaxis."" Eno y'enkola y'ekisawo etangira okukwatibwa ",0.1591,0.1591,0.1591,0.74,0.74,0.74,0.1591,0.1591,0.1591,0.74,0.74
6001,Lug_Uga,Emikisa gy’omuntu okukwatibwa Akawuka akaleeta Siriimu mu kiseera ky’okwegatta omulundi gumu giyinza,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6002,Lug_Uga,"PEP ne PrEP zonna nkola za nzijajnjaba za kuziyiza kukwatibwa kwa Kawuka akaleeta Siriimu, naye nga ",0.2007,0.74,0.2007,0.74,0.74,0.74,0.1659,0.1659,0.1659,0.74,0.031
6003,Lug_Uga,Akawuka akaleeta Siriimu kasobola okukosa obulamu bw’omuntu singa takajjanjabwa oba singa kakwatibwa,0.0944,0.0944,0.0944,0.0944,0.0944,0.0944,0.0944,0.0944,0.74,0.0944,0.0837
6004,Lug_Uga,"Yee, kya bulijjo nnyo okubeera n'ennaku z'ogenderako mu nsonga ezikyukakyuka. Ennaku z'okugenda mu n",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6005,Lug_Uga,Abantu abalina Akawuka akaleeta Siriimu balina okukeberebwa akafuba buli kaseera. Waliwo engeri nnyi,0.1079,0.1079,0.1079,0.74,0.74,0.74,0.1079,0.74,0.063,0.74,0.1079
6006,Lug_Uga,"Okulya emmere erimu ebiriisa byonna kikulu eri buli muntu, nga mw'otwalidde n'abo abalina Akawuka ak",0.1341,0.1341,0.1341,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6007,Lug_Uga,Akawuka akaleeta Siriimu ne Siriimu bisobola okukosa ennyo obulamu bw’omuntu mu ngeri ez’enjawulo mu,0.2018,0.1998,0.2018,0.74,0.74,0.74,0.2018,0.74,0.74,0.74,0.1767
6008,Lug_Uga,"Obujjanjabi obuweweeza ku Kawuka akaleeta Siriimu, obuzingiramu eddagala erijjanjaba Akawuka akaleet",0.149,0.149,0.149,0.74,0.74,0.74,0.149,0.149,0.149,0.74,0.74
6009,Lug_Uga,Obulwadde bwa Kabootongo Bulwadde bwa Kikaba obuleetebwa akawuka ka bbakitiiriya. Obulwadde bwa Kabo,0.1023,0.1023,0.1023,0.74,0.74,0.74,0.1088,0.1088,0.1023,0.74,0.74
6010,Lug_Uga,"Nedda, okumira eddagala eriweweeza ku bulumi oba eddagala lyonna ly'oguze okuva ku ttundiro ly'eddag",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6011,Lug_Uga,"Okuzuulibwa nti olina Akawuka akaleeta Siriimu kiyinza okukusoomooza mu bwongo, era kya bulijjo okwe",0.1689,0.1689,0.1689,0.1689,0.1689,0.1689,0.1689,0.1689,0.1751,0.1689,0.1689
6012,Lug_Uga,"Kya bulijjo okuwulira ng’otya, noolwekyo gezaako okuleeta mukwano gwo akuwe obuwagizi.",0.0,0.0,0.0,0.0477,0.0477,0.0,0.0,0.0,0.0,0.0477,0.0235
6013,Lug_Uga,"Kikulu okunnyonnyola nti okukozesa obuweke obuziyiza okufuna olubuto obw'embeera ey'amangu, okumanyi",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6014,Lug_Uga,Okusalawo ddi n’engeri y’okutegeeza maama wo oba omuntu yenna ow’omu maka nti olina Akawuka akaleeta,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6015,Lug_Uga,"Yee, olina eddembe okweyongerayo n'emisomo gyo ne mu kiseera ng'oli lubuto.",0.05,0.05,0.05,0.74,0.74,0.74,0.0272,0.0272,0.0272,0.74,0.0272
6016,Lug_Uga,"Yee, ddala, bw’oba obaddeko mu kwegatta okutaliimu kwetangira mazima ddala, olina okukeberebwa Akawu",0.07,0.07,0.07,0.74,0.74,0.74,0.1016,0.0942,0.0942,0.74,0.74
6017,Lug_Uga,Sisobola kuwa butereevu mikutu gya mutimbagano kusangibwa kubudaabudibwa ku by'Akawuka akaleeta Siri,0.1262,0.74,0.1262,0.74,0.74,0.74,0.1357,0.1357,0.74,0.74,0.74
6018,Lug_Uga,"Okwogera mu lwatu ku bulamu bw’okwegatta kiyamba abantu okufuna amawulire amatuufu, okukendeeza ku k",0.2467,0.2467,0.2467,0.2467,0.2467,0.2467,0.2467,0.0539,0.0539,0.2467,0.2467
6019,Lug_Uga,"Obubonero busobola okwawukana okuva ku muntu okudda ku mulala. Wadde nga tewali bubonero bulabika, k",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1278,0.1278,0.74,0.74
6020,Lug_Uga,Kabootongo w’omutendera ogusooka n’ogwokubiri alina akakwate n’ebiwundu n’olususu okuyiwa era nga bw,0.0725,0.0725,0.0725,0.74,0.74,0.74,0.1301,0.1301,0.0972,0.74,0.74
6021,Lug_Uga,Okwenyigira mu kikolwa ky'okwegatta n’omuntu alina Akawuka akaleeta Siriimu nga teweetangidde kikute,0.1388,0.1388,0.1388,0.74,0.74,0.74,0.1388,0.2381,0.74,0.74,0.1388
6022,Lug_Uga,Okwetangira naddala ng'okozesa obupiira mu kwegatta ngeri nnungi ey’okukendeeza ku katyabaga k’okufu,0.0789,0.0789,0.0789,0.24,0.24,0.24,0.08,0.08,0.08,0.24,0.08
6023,Lug_Uga,"Ekyo kya bulimba; omuntu yenna eyeegatta asobola okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba, ",0.2467,0.2467,0.2467,0.74,0.74,0.74,0.2467,0.2467,0.2467,0.74,0.74
6024,Lug_Uga,Ggwe n'omubeezi wo tubakubiriza okwewala okwegatta okumala waakiri ennaku musanvu nga mumazeeyo obuj,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0728,0.0172
6025,Lug_Uga,"Okuwa obuyambi bw’emmere, omuli n’obuwunga bw’obuugi, eri abantu ssekinnoomu abalina Akawuka akaleet",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.094,0.74,0.74
6026,Lug_Uga,"Okuyonsa ng’olina Akawuka akaleeta Siriimu nsonga nzibu esinziira ku bintu ebiwerako, omuli obujjanj",0.119,0.119,0.119,0.74,0.74,0.74,0.1431,0.119,0.119,0.74,0.1233
6027,Lug_Uga,"Okumanya nti omuntu yeegasse nsonga ya kyama era eba yiye nga omuntu, era erina okwesigamizibwa ku y",0.1341,0.1341,0.1341,0.1341,0.1341,0.1341,0.1099,0.1099,0.1341,0.1341,0.0759
6028,Lug_Uga,Obagazi bw'okwegatta n’engeri omuntu gy’akwatamu enneewulira z’afuna mu by’okwegatta bisobola okwawu,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708,0.1708
6029,Lug_Uga,PEP kwe kujjanjaba okukolebwa mu bwangu okukendeeza ku bulabe bw’okukwatibwa Akawuka akaleeta Siriim,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1302
6030,Lug_Uga,Ebiva mu kukebera ebiroopa okubeera kw'obutaffaali obulwanyisa obulwadde mu musaayi bitegeeza nti ok,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6031,Lug_Uga,PrEP nkola ya ddagala eritangira abantu ssekinnoomu abali mu katyabaga ak’amaanyi ak’okukwatibwa Aka,0.1376,0.0477,0.0477,0.1246,0.1246,0.1246,0.1246,0.1246,0.1246,0.1246,0.0484
6032,Lug_Uga,Okuwulira akazito okuva mu mikwano gyo nga gukipukiriza  okwenyigira mu bikolwa by’okwegatta kusobol,0.74,0.74,0.0855,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0937
6033,Lug_Uga,Okwetangira naddala ng'okozesa obupiira mu kwegatta ngeri nnungi ey’okukendeeza ku katyabaga k’okufu,0.148,0.148,0.148,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.08
6034,Lug_Uga,Okwenyigira mu kikolwa ky'okwegatta n’omuntu alina Akawuka akaleeta Siriimu nga teweetangidde kikute,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6035,Lug_Uga,"Yee, kya bulijjo ddala okuba n’ebibuuzo oba ebikweraliikiriza ku by’okwegatta n’omukwano mu kiseera ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6036,Lug_Uga,"Yee, kijja kusoboka, naye kakasa nti omwana wo amira bulungi eddagala lye buli lunaku. Awatali bujja",0.74,0.1117,0.74,0.74,0.74,0.74,0.1173,0.1173,0.0974,0.74,0.74
6037,Lug_Uga,Okubeera n’endowooza ez’enjawulo ezeekuusa ku nkola z'okwegatta kiyinza okuba ekizibu mu mukwano. Wa,0.043,0.043,0.0892,0.0892,0.043,0.0892,0.0892,0.0892,0.0892,0.0892,0.0656
6038,Lug_Uga,"Okwegatta n'abantu abangi nga teweetangidde, naddala nga waliwo akatyabaga k'okukusaasaanya Akawuka ",0.0784,0.0784,0.0784,0.74,0.74,0.74,0.1394,0.1505,0.1505,0.74,0.74
6039,Lug_Uga,Okwetakula (okusiiyibwa) mu bitundu by'ekyama oba ebitundu ebirala by'omubiri kayinza okuba akaboner,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0632
6040,Lug_Uga,"Nedda, Eddagala ly'Omusujja gw'ekibumba ogwa B n'ery'akawuka akaleeta siriimu si lye limu, ebifaanan",0.4111,0.4111,0.4111,0.4111,0.4111,0.4111,0.4111,0.4111,0.4111,0.4111,0.0696
6041,Lug_Uga,"Kibeera kizibu okukimanya, naye empuliziganya ey'olwatu kye kikulu; buuza ebibuuzo era weesige ebiro",0.0208,0.0208,0.0206,0.02,0.02,0.02,0.02,0.02,0.0357,0.02,0.0384
6042,Lug_Uga,"Kisobola okukendeeza ku nkola yaako, noolwekyo gezaako okamire amangu ddala nga waakajjukira era oyo",0.0255,0.0255,0.0592,0.0634,0.0634,0.0634,0.0634,0.0634,0.0634,0.0634,0.0673
6043,Lug_Uga,"Mazima ddala, nsobola okuwa obubaka obusingawo ku by’okwegatta. Okwegatta kintu kikulu mu bulamu bw’",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0653,0.74,0.74
6044,Lug_Uga,Kisoboka okufuna Akawuka akaleeta Siriimu ng’ofunye akawuka kano omulundi gumu gwokka gw'obeereddemu,0.1855,0.1855,0.1855,0.1361,0.1361,0.1361,0.1361,0.1855,0.1607,0.1361,0.1361
6045,Lug_Uga,"Okwegatta n’omuwala omuto oba omuntu omulala yenna, awatali kufaayo ku myaka, nga teweetangidde n’ok",0.1168,0.1168,0.1168,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1443
6046,Lug_Uga,Obuvubuka mu basajja: Obuvubuka kye kiseera ky’okukula ng’omubiri gw’omulenzi gukyuka ne gufuuka omu,0.1227,0.1227,0.1227,0.1195,0.1195,0.1227,0.08,0.1227,0.1227,0.1195,0.1107
6047,Lug_Uga,"Teweegattira mu bukyala, awava obubi oba mukamwa okutuusa ggwe n'omubeezi wo nga mumaze okujjanjabib",0.1119,0.1119,0.1345,0.0768,0.0822,0.0768,0.1345,0.1345,0.1345,0.0768,0.0389
6048,Lug_Uga,Omwana wo alina okukeberebwa amangu ddala okumanya ekiddako okukolebwa. Okugeza nga yaakazaalibwa ob,0.068,0.068,0.068,0.0888,0.0888,0.0888,0.0673,0.0673,0.0888,0.0888,0.1177
6049,Lug_Uga,Okugaana okwegatta kusalawo okukolebwa okusinziira ku muntu ssekinnoomu era kisinziira ku mbeera omu,0.051,0.051,0.0987,0.0987,0.0987,0.0987,0.055,0.0713,0.0771,0.0987,0.0987
6050,Lug_Uga,Bw’oba weegatta n’omuntu alina Akawuka akaleeta Siriimu era ng’afaayo ku mbeera yo naye ng’otya okwe,0.1545,0.74,0.1009,0.74,0.74,0.74,0.1009,0.1501,0.1501,0.74,0.74
6051,Lug_Uga,Wadde ng'abantu abamu abalina obulwadde buno obwa Kisipi akwata Ebitundu by'ekyama oba Akawuka ka Vv,0.74,0.1805,0.1805,0.74,0.74,0.74,0.74,0.1805,0.1805,0.74,0.1506
6052,Lug_Uga,Obuwuka obuleeta Endwadde z'Ekikaba si bwa nsikirano nga embeera endala ezisikirwa okuva ku mugigi o,0.0796,0.0796,0.0796,0.74,0.74,0.74,0.0722,0.0722,0.1734,0.74,0.0796
6053,Lug_Uga,Lagaana n'omusawo oba akalwaliro ku lunaku lw'okwekebeza oba okujjanjabibwa bwe kiba kyetaagisizza.,0.0378,0.0378,0.0965,0.0592,0.0592,0.0592,0.0965,0.0965,0.0229,0.0592,0.0346
6054,Lug_Uga,"Okuwangaala n'okuweeweeza Akawuka akaleeta Siriimu kisobokera ddala n'obujjanjabi obutuufu, obujjanj",0.1143,0.1143,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1143
6055,Lug_Uga,"Obwetaavu bwo obw'okukeberebwa businziira ku katyabaga k'oli ng'omuntu ak'okukwatibwa Kiramidiya, ob",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6056,Lug_Uga,"Si bwe kiri, okubeera n'Akawuka akaleeta Siriimu tekutegeeza nti ojja kufuna embeera z'obulamu endal",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6057,Lug_Uga,Okuzuulwamu akawuka kaleeta Nziku kitegeeza nti olina Enziku era weetaaga okujjanjabibwa n'eddagala ,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.1378,0.0904,0.0599,0.0506,0.0529
6058,Lug_Uga,"Kabootongo takosa butereevu busobozi bwa muntu bwa kuyima, wabula asobola okubaako engeri gy'akosaam",0.0521,0.0521,0.0521,0.0688,0.0955,0.0538,0.0955,0.0955,0.0521,0.0688,0.0661
6059,Lug_Uga,"Yee, kya bulijjo nnyo okubeera n'ennaku z'ogenderako mu nsonga ezikyukakyuka. Ennaku z'okugenda mu n",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1107
6060,Lug_Uga,Endowooza egamba nti okwegatta kuzza omuntu obuto si ntuufu n'akamu. Okwenyigira mu kikolwa eky’okwe,0.74,0.1318,0.74,0.74,0.74,0.74,0.74,0.1318,0.1318,0.74,0.74
6061,Lug_Uga,Singa olina Akawuka akaleeta Siriimu era ng’oyagala okuganza oba okukola omukwano ogulimu okwegatta ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1311
6062,Lug_Uga,Obupiira bw'abaami n'abakyala busobola okukola obulungi mu kutangira Akawuka akaleeta Siriimu nga bu,0.077,0.077,0.077,0.74,0.74,0.74,0.113,0.113,0.1506,0.74,0.113
6063,Lug_Uga,Kirabika okuba nga weebuuza oba ng'okwenyigira mu kwegatta n’omuntu alina obulemu kusobola okumalawo,0.115,0.1072,0.1277,0.74,0.74,0.74,0.1032,0.1032,0.1032,0.74,0.1125
6064,Lug_Uga,Obuwuka obuleeta obulwadde bunnakigwanyizi bwe bulwadde obusinga okubalukawo era nga businga kuba bw,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6065,Lug_Uga,Empeereza z'okubudaabuda abantu ku Kawuka akaleeta Siriimu ziyinza okubaawo ku bwereere oba ku ssent,0.74,0.74,0.74,0.74,0.74,0.74,0.1357,0.74,0.74,0.74,0.74
6066,Lug_Uga,Okukwatibwa Akawuka akaleeta Siriimu ng’oli lubuto kyeraliikiriza nnyo eri omwana ali mu lubuto ne m,0.1102,0.1102,0.1102,0.74,0.74,0.74,0.74,0.1102,0.1102,0.74,0.74
6067,Lug_Uga,"Yee, kya bulijjo okufuna enkyukakyuka mu mbeera zo oba okukyuka mu birowoozo mu kiseera ky'okubeera ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6068,Lug_Uga,Okufuna obujjanjabi obw’okukendeeza ku kukatyaga k’okukwatibwa Akawuka akaleeta Siriimu nga tonneeta,0.74,0.1957,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6069,Lug_Uga,"Yee, waliwo enkola eziwerako ezikola obulungi mu kuziyiza okusaasaana kw'Akawuka akaleeta Siriimu ng",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6070,Lug_Uga,Okuwulira akazito okuva mu mikwano gyo nga gukipukiriza  okwenyigira mu bikolwa by’okwegatta kusobol,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0687
6071,Lug_Uga,Okulumizibwa mu binywa kwakati mu kwegatta oba oluvannyuma lw’okwegatta si kabonero aka bulijjo mu m,0.0843,0.0843,0.0843,0.74,0.74,0.74,0.0843,0.0843,0.0843,0.74,0.74
6072,Lug_Uga,Obulwadde obujjawo olw'omubiri okukwatibwa Akawuka akaleeta Siriimu zireetebwa obuwuka obw'enjawulo ,0.74,0.74,0.74,0.74,0.74,0.74,0.1289,0.1289,0.1289,0.74,0.74
6073,Lug_Uga,Okuyamba omuntu alina Akawuka akaleeta Siriimu mu by’obujjanjabi kuzingiramu okulaba ng’afuna endabi,0.74,0.74,0.74,0.74,0.74,0.74,0.084,0.74,0.74,0.74,0.0722
6074,Lug_Uga,Waliwo obubonero obuwerako obulaga nti okugenda mu nsonga kwo kuyinza okuba nga kuli mu kkubo: Amabe,0.1238,0.1285,0.1238,0.74,0.74,0.74,0.1238,0.1285,0.1285,0.74,0.0705
6075,Lug_Uga,"Abalwadde b'Akawuka akaleeta Siriimu, okufaananako abantu bonna, balina eddembe ly’obwebange n’obuku",0.74,0.74,0.74,0.74,0.74,0.74,0.0871,0.74,0.74,0.74,0.74
6076,Lug_Uga,"Kikulu okwewala okuzingira awamu ebikwata ku nneeyisa y'abantu abalina Akawuka akaleeta Siriimu, kub",0.1631,0.1678,0.1631,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1678
6077,Lug_Uga,"Yee, okukozesa obupiira kukubirizibwa nnyo mu kwegatta, naddala mu bantu abalina  ababeezi abasukka ",0.1184,0.1184,0.1184,0.74,0.74,0.74,0.1184,0.1184,0.1184,0.74,0.74
6078,Lug_Uga,"""Okukwatibwa kwa Kiramidiya mu bantu kutulubawazibwa okusinziira ku nsaasaana y'ekimuleeta, ebika by",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6079,Lug_Uga,"Okuwangaala n'okuweeweeza Akawuka akaleeta Siriimu kisobokera ddala n'obujjanjabi obutuufu, obujjanj",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1198
6080,Lug_Uga,"Okukendeeza ku kuboolebwa okwekuusa ku Kawuka akaleeta Siriimu kikulu okulumirirwa, okwenyigiramu kw",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6081,Lug_Uga,"Nedda, abantu ssekinnoomu abalina Akawuka akaleeta Siriimu tebalina kugaba musaayi. Okugaba omusaayi",0.1339,0.74,0.1339,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6082,Lug_Uga,"Yee, omuntu alina Akawuka akaleeta Siriimu asobola okuzaala omwana atalina kawuka singa aba alina ob",0.1298,0.1298,0.1298,0.74,0.74,0.74,0.278,0.1298,0.1298,0.74,0.278
6083,Lug_Uga,Engeri yokka ey’okwewalira ddala Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitun,0.74,0.1814,0.1814,0.74,0.74,0.74,0.1814,0.0925,0.0925,0.74,0.74
6084,Lug_Uga,"Bw’oba walina ku Nziku n'ogijjanjaba, ekyasobola okuddamu okukukwata. Kino kibaawo singa weegatta n'",0.1048,0.0664,0.0664,0.0455,0.0455,0.0455,0.1156,0.0664,0.0664,0.0455,0.0854
6085,Lug_Uga,Emikisa gy'okukwatibwa Akawuka akaleeta Siriimu oba Endwadde z'Ekikaba oluvannyuma lw’okwegatta n’om,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6086,Lug_Uga,PrEP ekola bulungi mu kuziyiza okusaasaana kw'Akawuka akaleeta Siriimu naye tekuwa bukuumi ku Buwuka,0.1609,0.2098,0.1609,0.0845,0.0625,0.0625,0.1767,0.0998,0.0998,0.0845,0.1767
6087,Lug_Uga,Tewaliiwo katyabaga ka kukwatibwa Kawuka kaleeta Siriimu kayita mu kulamusa oba kukwatagana na muntu,0.2096,0.2096,0.2096,0.2018,0.148,0.2018,0.2096,0.1222,0.1222,0.2018,0.134
6088,Lug_Uga,Akawuka akaleeta Siriimu/Siriimu katwalibwa ng’embeera ey'olukonvuba era eyinza okutta omuntu kubang,0.153,0.153,0.1084,0.74,0.74,0.74,0.1218,0.1218,0.1218,0.74,0.74
6089,Lug_Uga,Okukulaakulanya enkolagana ennungi n’emikwano mu kiseera ky’obuvubuka kyetaagisa nnyo ku lw'obulungi,0.74,0.74,0.74,0.1253,0.1253,0.1253,0.1253,0.74,0.74,0.1253,0.1253
6090,Lug_Uga,"Bw’oba ozibuwalirwa okumalako n'enkyukakyuka mu busannyalaze bw'omubiri, wano waliwo emitendera gy’o",0.0779,0.132,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779,0.0779
6091,Lug_Uga,"Enziku bulwadde bwa kikaba obusaasaanyizibwa mu kwegattira mu bukyala, mu kamwa oba ewava obubi nga ",0.74,0.74,0.74,0.74,0.74,0.74,0.0,0.0562,0.0562,0.74,0.74
6092,Lug_Uga,Singa muganzi wo atera okulaga okweraliikirira oba obutali butebenkevu ku ngeri gy’ayinza okuba n’Ak,0.0709,0.0709,0.0709,0.74,0.74,0.74,0.0702,0.0702,0.0652,0.74,0.0702
6093,Lug_Uga,Obupiira bw'abaami n'abakyala busobola okukola obulungi mu kutangira Akawuka akaleeta Siriimu nga bu,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113
6094,Lug_Uga,Abakyala bangi abakeberebwa nga balina Akawuka akaleeta Siriimu nga bali embuto tebamanyi nti balina,0.74,0.74,0.74,0.74,0.74,0.74,0.0888,0.74,0.74,0.74,0.74
6095,Lug_Uga,"Yee, kibayamba okukulabirira obulungi, era buli kimu bakikuuma nga kyama!",0.0462,0.0462,0.0643,0.74,0.74,0.74,0.0,0.0,0.0182,0.74,0.74
6096,Lug_Uga,Okumira eddagala ly'Akawuka akaleeta Siriimu ye ngeri esinga obulungi ey'okwetangiramu okukwatibwa o,0.0863,0.0863,0.0863,0.1218,0.1218,0.1218,0.0863,0.0863,0.0863,0.1218,0.0639
6097,Lug_Uga,Tewali bujulizi bwa ssaayansi buwagira kigambibwa nti omuddo oba eddagala ly’ebimera lisobola okuwon,0.0874,0.0874,0.0874,0.74,0.74,0.74,0.202,0.202,0.202,0.74,0.74
6098,Lug_Uga,"Obusannyalaze bw'omubiri bulinga babaka mu mubiri gwo. Mu kiseera ky’obuvubuka, bukola emirimu emiku",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1155
6099,Lug_Uga,Okusalawo oba okukuuma oba okugenda mu maaso n’enkolagana n’omwagalwa alina Akawuka akaleeta Siriimu,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6100,Lug_Uga,Singa oba weekengedde nti muganzi wo omuwala ayinza okuba n'Akawuka akaleeta Siriimu ng'ate weegasse,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1543,0.1543,0.1526,0.1526
6101,Lug_Uga,"Okwemazisa kwo kwennyini tekuleeta bulwadde mu mubiri. Mu butuufu, okwemazisa kikolwa kya kwegatta k",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6102,Lug_Uga,"Okwewala okwenyigira mu bikolwa by'okwegatta kya kyeyagalire, era engeri gy'oyinza okwewalamu okwega",0.0574,0.1337,0.1337,0.74,0.74,0.74,0.1337,0.1337,0.1337,0.74,0.0574
6103,Lug_Uga,Tewali ddagala liwonyeza ddala Kawuka akaleeeta Siriimu ng’oggyeeko eddagala erikaweweezaako. Enkola,0.0813,0.0813,0.0813,0.74,0.74,0.74,0.1307,0.1307,0.1307,0.74,0.74
6104,Lug_Uga,Abantu bangi abalina Akawuka akaleeta Siriimu basobola okusuubira okuwangaala nga bannaabwe abatakal,0.1233,0.1233,0.1233,0.74,0.74,0.74,0.74,0.1233,0.1233,0.74,0.1221
6105,Lug_Uga,Ekiseera ky'okumira eddagala eriziyiza Akawuka akaleeta Siriimu oluvannyuma lw'okwetaba mu mbeera ek,0.1615,0.1552,0.1036,0.74,0.74,0.74,0.1615,0.1615,0.1615,0.74,0.0978
6106,Lug_Uga,Okumanya embeera yo kikakasa okukuumibwa kw'obulamu bw'omubeezi wo. Bw’oba n’obulwadde buno osobola ,0.0324,0.0301,0.0324,0.0324,0.0324,0.0324,0.0324,0.0324,0.0324,0.0324,0.0324
6107,Lug_Uga,"Okwewala okwegatta nga tonnafumbirwa kikusalawo wa muntu ssekinnoomu okusinziira ku by'oyagala, by'o",0.74,0.74,0.74,0.74,0.74,0.74,0.0868,0.74,0.74,0.74,0.74
6108,Lug_Uga,"Omutindo gw'okumanyisa abantu ku Kawuka akaleeta Siriimu, okusomesa, ne kampeyini bisobola okwawukan",0.0946,0.0946,0.0946,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1157
6109,Lug_Uga,Ebiseera ebisinga kikubirizibwa abakyala abalina Akawuka akaleeta Siriimu okuzaala mu ngeri ey'obuto,0.1147,0.1147,0.1147,0.74,0.74,0.74,0.1147,0.1147,0.1147,0.74,0.1147
6110,Lug_Uga,Obagazi bw'okwegatta n’engeri omuntu gy’akwatamu enneewulira z’afuna mu by’okwegatta bisobola okwawu,0.74,0.1708,0.1247,0.74,0.74,0.74,0.128,0.74,0.74,0.74,0.0658
6111,Lug_Uga,"""Kiramidiya era amanyiddwa ng'Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu",0.74,0.74,0.74,0.74,0.74,0.74,0.1035,0.74,0.74,0.74,0.1473
